schema_name	object_name	object_type	column_id	column_name	data_type	character_or_binary_length	precision	scale	is_nullable	is_identity	is_computed	default_definition	computed_definition	collation_name
ASCLOUD\A711233	SXACDExDocType_20260530	USER_TABLE	12	CcdaToCxdTransformUri	varchar	200	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
ASCLOUD\A711233	SXACDExDocType_20260530	USER_TABLE	13	IsSystemDocument	bit	NULL	1	0	0	0	0	NULL	NULL	NULL
ASCLOUD\A711233	SXACDExDocType_20260530	USER_TABLE	14	MSReplrowguid	uniqueidentifier	NULL	0	0	0	0	0	NULL	NULL	NULL
ASCLOUD\A711233	SXACDExDocType_20260530	USER_TABLE	15	TemplateId	varchar	100	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
ASCLOUD\A711233	SXACDExDocType_20260530	USER_TABLE	16	MUVersion	varchar	10	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
ASCLOUD\A711233	SXACDExDocType_20260530	USER_TABLE	17	FhirEventCode	varchar	60	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
ASCLOUD\A711233	SXACDExDocType_20260530	USER_TABLE	18	FhirEventDisplay	varchar	60	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
ASCLOUD\A711233	SXACDExDocType_20260530	USER_TABLE	19	FHIREventCodeSystem	varchar	255	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
ASCLOUD\A711233	SXACDExDocType_20260530	USER_TABLE	20	FHIREventAncillaryCode	varchar	250	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculation	USER_TABLE	1	RuleID	int	NULL	10	0	0	1	0	NULL	NULL	NULL
dbo	ACS_CPTCalculation	USER_TABLE	2	RuleGroupNumber	int	NULL	10	0	1	0	0	NULL	NULL	NULL
dbo	ACS_CPTCalculation	USER_TABLE	3	CPTCode	varchar	25	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculation	USER_TABLE	4	ChargeOrder	varchar	125	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculation	USER_TABLE	5	Parameter1	varchar	500	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculation	USER_TABLE	6	ParameterFunction	char	1	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculation	USER_TABLE	7	Parameter2	varchar	500	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculation	USER_TABLE	8	ComparisonFunction	varchar	2	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculation	USER_TABLE	9	ComparisonValue	varchar	500	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculation	USER_TABLE	10	DocumentName	varchar	60	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculationVisitCharges	USER_TABLE	1	GUID	int	NULL	10	0	0	1	0	NULL	NULL	NULL
dbo	ACS_CPTCalculationVisitCharges	USER_TABLE	2	ClientVisitGUID	numeric	NULL	16	0	0	0	0	NULL	NULL	NULL
dbo	ACS_CPTCalculationVisitCharges	USER_TABLE	3	DocumentName	varchar	60	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculationVisitCharges	USER_TABLE	4	CPTCode	varchar	25	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculationVisitCharges	USER_TABLE	5	RuleGroupNumber	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_CPTCalculationVisitCharges	USER_TABLE	6	ChargeOrder	varchar	125	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculationVisitCharges	USER_TABLE	7	CPTCodeModifier	varchar	25	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_CPTCalculationVisitCharges	USER_TABLE	8	CPTCodeDate	datetime	NULL	23	3	1	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	1	ClientVisitGUID	numeric	NULL	16	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	2	LocationGUID	numeric	NULL	16	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	3	FacilityChargeCode	varchar	30	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	4	FacilityChargeCodeModifier	varchar	20	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	5	FacilityCriticalCareChargeCode	varchar	100	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	6	FacilityOverrideChargeCode	varchar	30	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	7	FacilityOverrideCriticalCareChargeCode	varchar	100	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	8	FacilityOverrideReason	varchar	200	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	9	FacilityOverrideUserGUID	numeric	NULL	16	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	10	FacilityConfirmed	bit	NULL	1	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	11	FacilityConfirmedUserGUID	numeric	NULL	16	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	12	ProfessionalChargeCode	varchar	20	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	13	ProfessionalChargeCodeModifier	varchar	20	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	14	ProfessionalCriticalCareChargeCode	varchar	100	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	15	ProfessionalMDMChargeCode	varchar	20	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	16	ProfessionalOverrideChargeCode	varchar	20	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	17	ProfessionalOverrideCriticalCareChargeCode	varchar	100	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	18	ProfessionalOverrideReason	varchar	200	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	19	ProfessionalOverrideUserGUID	numeric	NULL	16	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	20	ProfessionalConfirmed	bit	NULL	1	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	21	ProfessionalConfirmedUserGUID	numeric	NULL	16	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	22	ProcedureCodesSelected	varchar	2000	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EM_VisitCharge	USER_TABLE	23	ProcedureCodesConfirmed	bit	NULL	1	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	24	ProcedureCodesConfirmedUserGUID	numeric	NULL	16	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	25	Interfaced	bit	NULL	1	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EM_VisitCharge	USER_TABLE	26	UpdateDtm	datetime	NULL	23	3	1	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	1	CalcRuleSeqNo	int	NULL	10	0	0	1	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	2	calcRuleID	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	3	LocationID	varchar	25	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCalcRule	USER_TABLE	4	description	varchar	255	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCalcRule	USER_TABLE	5	categoryID	int	NULL	10	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	6	componentID	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	7	minCount	smallint	NULL	5	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	8	maxCount	smallint	NULL	5	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	9	minAge	smallint	NULL	5	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	10	maxAge	smallint	NULL	5	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	11	applyWhenAdministered	char	1	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCalcRule	USER_TABLE	12	allowMultiples	char	1	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCalcRule	USER_TABLE	13	weight	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	14	active	char	1	0	0	0	0	0	('Y')	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCalcRule	USER_TABLE	15	locked	char	1	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCalcRule	USER_TABLE	16	StartDate	datetime	NULL	23	3	0	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	17	EndDate	datetime	NULL	23	3	1	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	18	DeptType	char	1	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCalcRule	USER_TABLE	19	CountListValues	char	1	0	0	1	0	0	('N')	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCalcRule	USER_TABLE	20	Points	smallint	NULL	5	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EMCalcRule	USER_TABLE	21	DisplayCategory	varchar	255	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCategory	USER_TABLE	1	categoryID	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMCategory	USER_TABLE	2	description	varchar	30	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCategory	USER_TABLE	3	active	char	1	0	0	0	0	0	('Y')	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCategory	USER_TABLE	4	locked	char	1	0	0	0	0	0	('N')	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCategory	USER_TABLE	5	weight	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMCategory	USER_TABLE	6	chargeOrder	varchar	125	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCategoryPoints	USER_TABLE	1	categoryID	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMCategoryPoints	USER_TABLE	2	minPoints	smallint	NULL	5	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMCategoryPoints	USER_TABLE	3	maxPoints	smallint	NULL	5	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EmChargeRule	USER_TABLE	1	chargeRuleID	int	NULL	10	0	0	1	0	NULL	NULL	NULL
dbo	ACS_EmChargeRule	USER_TABLE	2	LocationID	varchar	25	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EmChargeRule	USER_TABLE	3	description	varchar	30	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EmChargeRule	USER_TABLE	4	minWeight	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EmChargeRule	USER_TABLE	5	maxWeight	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EmChargeRule	USER_TABLE	6	chargeCode	varchar	10	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EmChargeRule	USER_TABLE	7	interfaceChargeCode	varchar	255	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EmChargeRule	USER_TABLE	8	mod25ChargeCode	varchar	10	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EmChargeRule	USER_TABLE	9	mod25InterfaceChargeCode	varchar	255	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EmChargeRule	USER_TABLE	10	active	char	1	0	0	0	0	0	('Y')	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EmChargeRule	USER_TABLE	11	DeptType	char	1	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EmChargeRule	USER_TABLE	12	categoryID	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMComponent	USER_TABLE	1	componentID	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMComponent	USER_TABLE	2	description	varchar	255	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMComponentMapping	USER_TABLE	1	mappingSeqNo	int	NULL	10	0	0	1	0	NULL	NULL	NULL
dbo	ACS_EMComponentMapping	USER_TABLE	2	componentID	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMComponentMapping	USER_TABLE	3	mappingType	varchar	30	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMComponentMapping	USER_TABLE	4	mappedItem	varchar	200	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMComponentMapping	USER_TABLE	5	active	char	1	0	0	0	0	0	('Y')	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMComponentMapping	USER_TABLE	6	locked	char	1	0	0	0	0	0	('N')	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMComponentMapping	USER_TABLE	7	value	varchar	500	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCPTOverrideCodes	USER_TABLE	1	CPTCode	varchar	20	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMCPTOverrideCodes	USER_TABLE	2	Description	varchar	500	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMFacilityVisitComponents	USER_TABLE	1	ClientVisitGUID	numeric	NULL	16	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EMFacilityVisitComponents	USER_TABLE	2	Group	varchar	255	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMFacilityVisitComponents	USER_TABLE	3	ComponentDescription	varchar	260	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMFacilityVisitComponents	USER_TABLE	4	Count	int	NULL	10	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EMMiscConfig	USER_TABLE	1	Key	varchar	500	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMMiscConfig	USER_TABLE	2	Value	varchar	1000	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	1	ClientVisitGUID	numeric	NULL	16	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	2	ClientDocumentGUID	numeric	NULL	16	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	3	ClientDocumentName	varchar	500	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	4	LevelReached	int	NULL	10	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	5	ChargeCode	varchar	50	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	6	ChargeCodeModifier	varchar	50	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	7	OverrideChargeCode	varchar	50	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	8	OverrideChargeCodeModifier	varchar	50	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	9	CriticalCareChargeCode	varchar	50	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	10	CriticalCareChargeCodeModifier	varchar	50	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	11	OverrideCriticalCareChargeCode	varchar	50	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	12	OverrideCriticalCareChargeCodeModifier	varchar	50	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	13	UserGUID	numeric	NULL	16	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMProfessionalBillingRecord	USER_TABLE	14	UpdateDtm	datetime	NULL	23	3	0	0	0	NULL	NULL	NULL
dbo	ACS_EMProfessionalGroup	USER_TABLE	1	groupID	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMProfessionalGroup	USER_TABLE	2	description	varchar	50	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalGroup	USER_TABLE	3	active	char	1	0	0	0	0	0	('Y')	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalGroup	USER_TABLE	4	locked	char	1	0	0	0	0	0	('N')	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalGroupObs	USER_TABLE	1	groupObsSeqNo	int	NULL	10	0	0	1	0	NULL	NULL	NULL
dbo	ACS_EMProfessionalGroupObs	USER_TABLE	2	groupID	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMProfessionalGroupObs	USER_TABLE	3	obsCatalogMasterItemName	varchar	50	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalGroupObs	USER_TABLE	4	active	char	1	0	0	0	0	0	('Y')	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalGroupObs	USER_TABLE	5	locked	char	1	0	0	0	0	0	('N')	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalPhysicalExamBullets	USER_TABLE	1	ID	int	NULL	10	0	0	1	0	NULL	NULL	NULL
dbo	ACS_EMProfessionalPhysicalExamBullets	USER_TABLE	2	Specialty	varchar	255	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalPhysicalExamBullets	USER_TABLE	3	System	varchar	255	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalPhysicalExamBullets	USER_TABLE	4	Bullet	varchar	2000	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProfessionalPhysicalExamBullets	USER_TABLE	5	NumRequired	int	NULL	10	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EMProfessionalPhysicalExamBullets	USER_TABLE	6	IsComprehensive	bit	NULL	1	0	1	0	0	NULL	NULL	NULL
dbo	ACS_EMProNoteConfig	USER_TABLE	1	ID	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMProNoteConfig	USER_TABLE	2	DocumentName	varchar	255	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProNoteConfig	USER_TABLE	3	ObservationName	varchar	255	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProNoteConfig	USER_TABLE	4	MLMName	varchar	255	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProNoteConfig	USER_TABLE	5	EMCredit	varchar	10	0	0	0	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
dbo	ACS_EMProNoteConfig	USER_TABLE	6	NumberCredits	int	NULL	10	0	0	0	0	NULL	NULL	NULL
dbo	ACS_EMProNoteConfig	USER_TABLE	7	GuidelineType	varchar	10	0	0	1	0	0	NULL	NULL	SQL_Latin1_General_CP1_CI_AS
